# THIS FILE SHOULD NEVER BE EDITED !!!!!!!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,name,symbol,nuclear_spin,abundance,nucleon,proton,neutron,group,period,block,serie,state,family,ionization_energy,configuration,url,equal,b_coherent,b_incoherent,b_incoherent2,xs_coherent,xs_incoherent,xs_scattering,xs_absorption,atomic_number,atomic_weight,vdw_radius,covalent_radius,atomic_radius,electronegativity,electroaffinity,charge,color,xray_asf_a1,xray_asf_a2,xray_asf_a3,xray_asf_a4,xray_asf_c,xray_asf_b1,xray_asf_b2,xray_asf_b3,xray_asf_b4
type,str,str,int,float,int,int,int,int,int,str,int,str,str,float,str,str,float,float,float,float,float,float,float,float,int,float,float,float,float,float,float,int,str,float,float,float,float,float,float,float,float,float
Pr,praseodymium,Pr,####,100,####,59,####,3,6,f,9,solid,lanthanoid,1323.3714,[Xe] 4f5,http://en.wikipedia.org/wiki/Praseodymium,1,0.0000458,-0.0000035,1.225E-011,2.64E-010,1.50E-012,2.66E-010,1.15E-009,59,140.907648,0.2,0.203,0.267,1.13,120.9,0,1;1;1,22.044,19.6697,12.3856,2.82428,2.0583,0.0277393,0.00222087,0.167669,1.43644
Pr141,praseodymium,Pr,2.5,100,141,59,82,3,6,f,9,solid,lanthanoid,1323.3714,[Xe] 4f5,http://en.wikipedia.org/wiki/Praseodymium,1,0.0000458,-0.0000035,1.225E-011,2.64E-010,1.50E-012,2.66E-010,1.15E-009,59,140.907648,0.2,0.203,0.267,1.13,120.9,0,1;1;1,22.044,19.6697,12.3856,2.82428,2.0583,0.0277393,0.00222087,0.167669,1.43644
Nd,neodymium,Nd,####,100,####,60,####,3,6,f,9,solid,lanthanoid,1335.945,[Xe] 4f6,http://en.wikipedia.org/wiki/Neodymium,1,0.0000769,8.56E-005,7.32736E-009,7.43E-010,9.20E-010,1.66E-009,5.05E-009,60,144.24,0.2,0.201,0.264,1.14,120.9,0,1;1;1,22.6845,19.6847,12.774,2.85137,1.98486,0.0266248,0.00210628,0.15885,1.37903
Nd142,neodymium,Nd,0,27.16,142,60,82,3,6,f,9,solid,lanthanoid,1335.945,[Xe] 4f6,http://en.wikipedia.org/wiki/Neodymium,1,0.000077,0,0,7.50E-010,0,7.50E-010,1.87E-009,60,141.907719,0.2,0.201,0.264,1.14,120.9,0,1;1;1,22.6845,19.6847,12.774,2.85137,1.98486,0.0266248,0.00210628,0.15885,1.37903
Nd143,neodymium,Nd,3.5,12.18,143,60,83,3,6,f,9,solid,lanthanoid,1335.945,[Xe] 4f6,http://en.wikipedia.org/wiki/Neodymium,1,0.00014,0.00021,4.41E-008,2.50E-009,5.50E-009,0.000000008,3.37E-008,60,142.90981,0.2,0.201,0.264,1.14,120.9,0,1;1;1,22.6845,19.6847,12.774,2.85137,1.98486,0.0266248,0.00210628,0.15885,1.37903
Nd144,neodymium,Nd,0,23.8,144,60,84,3,6,f,9,solid,lanthanoid,1335.945,[Xe] 4f6,http://en.wikipedia.org/wiki/Neodymium,1,0.000028,0,0,1.00E-010,0,1.00E-010,3.60E-010,60,143.910083,0.2,0.201,0.264,1.14,120.9,0,1;1;1,22.6845,19.6847,12.774,2.85137,1.98486,0.0266248,0.00210628,0.15885,1.37903
Nd145,neodymium,Nd,3.5,8.29,145,60,85,3,6,f,9,solid,lanthanoid,1335.945,[Xe] 4f6,http://en.wikipedia.org/wiki/Neodymium,1,0.00014,6.31E-005,0.000000004,2.50E-009,5.00E-010,0.000000003,4.20E-009,60,144.912569,0.2,0.201,0.264,1.14,120.9,0,1;1;1,22.6845,19.6847,12.774,2.85137,1.98486,0.0266248,0.00210628,0.15885,1.37903
Nd146,neodymium,Nd,0,17.19,146,60,86,3,6,f,9,solid,lanthanoid,1335.945,[Xe] 4f6,http://en.wikipedia.org/wiki/Neodymium,1,0.000087,0,0,9.50E-010,0,9.50E-010,1.40E-010,60,145.913112,0.2,0.201,0.264,1.14,120.9,0,1;1;1,22.6845,19.6847,12.774,2.85137,1.98486,0.0266248,0.00210628,0.15885,1.37903
Nd148,neodymium,Nd,0,5.75,148,60,88,3,6,f,9,solid,lanthanoid,1335.945,[Xe] 4f6,http://en.wikipedia.org/wiki/Neodymium,1,0.000057,0,0,4.10E-010,0,4.10E-010,2.50E-010,60,147.916889,0.2,0.201,0.264,1.14,120.9,0,1;1;1,22.6845,19.6847,12.774,2.85137,1.98486,0.0266248,0.00210628,0.15885,1.37903
Nd150,neodymium,Nd,0,5.63,150,60,90,3,6,f,9,solid,lanthanoid,1335.945,[Xe] 4f6,http://en.wikipedia.org/wiki/Neodymium,1,0.000053,0,0,3.50E-010,0,3.50E-010,1.20E-010,60,149.920887,0.2,0.201,0.264,1.14,120.9,0,1;1;1,22.6845,19.6847,12.774,2.85137,1.98486,0.0266248,0.00210628,0.15885,1.37903
Pm,promethium,Pm,####,100,####,61,####,3,6,f,9,solid,lanthanoid,1349.7276,[Xe] 4f7,http://en.wikipedia.org/wiki/Promethium,1,0.000126,0.000032,0.000000001,0.000000002,1.30E-010,2.13E-009,1.68E-008,61,145,0.2,0.199,0.262,1.13,120.9,0,1;1;1,23.3405,19.6095,13.1235,2.87516,2.02876,0.025627,0.00202088,0.151009,1.32721
Pm147,promethium,Pm,3.5,####,147,61,86,3,6,f,9,solid,lanthanoid,1349.7276,[Xe] 4f7,http://en.wikipedia.org/wiki/Promethium,1,0.000126,0.000032,0.000000001,0.000000002,1.30E-010,2.13E-009,1.68E-008,61,145,0.2,0.199,0.262,1.13,120.9,0,1;1;1,23.3405,19.6095,13.1235,2.87516,2.02876,0.025627,0.00202088,0.151009,1.32721
Sm,samarium,Sm,####,100,####,62,####,3,6,f,9,solid,lanthanoid,1364.64666,[Xe] 4f8,http://en.wikipedia.org/wiki/Samarium,1,####,0.000176168,0.000000031,4.22E-011,3.90E-009,3.90E-009,5.92E-007,62,150.36,0.2,0.198,0.259,1.17,120.9,0,1;1;1,24.0042,19.4258,13.4396,2.89604,2.20963,0.0247274,0.00196451,0.143996,1.28007
Sm144,samarium,Sm,0,3.1,144,62,82,3,6,f,9,solid,lanthanoid,1364.64666,[Xe] 4f8,http://en.wikipedia.org/wiki/Samarium,1,-0.00003,0,0,1.00E-010,0,1.00E-010,7.00E-011,62,143.911995,0.2,0.198,0.259,1.17,120.9,0,1;1;1,24.0042,19.4258,13.4396,2.89604,2.20963,0.0247274,0.00196451,0.143996,1.28007
Sm147,samarium,Sm,3.5,15.1,147,62,85,3,6,f,9,solid,lanthanoid,1364.64666,[Xe] 4f8,http://en.wikipedia.org/wiki/Samarium,1,0.00014,0.00011,1.21E-008,2.50E-009,1.43E-008,3.90E-009,5.70E-009,62,146.914893,0.2,0.198,0.259,1.17,120.9,0,1;1;1,24.0042,19.4258,13.4396,2.89604,2.20963,0.0247274,0.00196451,0.143996,1.28007
Sm148,samarium,Sm,0,11.3,148,62,86,3,6,f,9,solid,lanthanoid,1364.64666,[Xe] 4f8,http://en.wikipedia.org/wiki/Samarium,1,-0.00003,0,0,1.00E-010,0,1.00E-010,2.40E-010,62,147.914818,0.2,0.198,0.259,1.17,120.9,0,1;1;1,24.0042,19.4258,13.4396,2.89604,2.20963,0.0247274,0.00196451,0.143996,1.28007
Sm149,samarium,Sm,3.5,13.9,149,62,87,3,6,f,9,solid,lanthanoid,1364.64666,[Xe] 4f8,http://en.wikipedia.org/wiki/Samarium,1,####,####,####,6.35E-009,1.37E-008,0.00000002,0.000004208,62,148.91718,0.2,0.198,0.259,1.17,120.9,0,1;1;1,24.0042,19.4258,13.4396,2.89604,2.20963,0.0247274,0.00196451,0.143996,1.28007
Sm150,samarium,Sm,0,7.4,150,62,88,3,6,f,9,solid,lanthanoid,1364.64666,[Xe] 4f8,http://en.wikipedia.org/wiki/Samarium,1,0.00014,0,0,2.50E-009,0,2.50E-009,1.04E-008,62,149.917271,0.2,0.198,0.259,1.17,120.9,0,1;1;1,24.0042,19.4258,13.4396,2.89604,2.20963,0.0247274,0.00196451,0.143996,1.28007
Sm152,samarium,Sm,0,26.6,152,62,90,3,6,f,9,solid,lanthanoid,1364.64666,[Xe] 4f8,http://en.wikipedia.org/wiki/Samarium,1,-0.00005,0,0,3.10E-010,0,3.10E-010,2.06E-008,62,151.919728,0.2,0.198,0.259,1.17,120.9,0,1;1;1,24.0042,19.4258,13.4396,2.89604,2.20963,0.0247274,0.00196451,0.143996,1.28007
Sm154,samarium,Sm,0,22.6,154,62,92,3,6,f,9,solid,lanthanoid,1364.64666,[Xe] 4f8,http://en.wikipedia.org/wiki/Samarium,1,0.000093,0,0,1.10E-009,0,1.10E-009,8.40E-010,62,153.922205,0.2,0.198,0.259,1.17,120.9,0,1;1;1,24.0042,19.4258,13.4396,2.89604,2.20963,0.0247274,0.00196451,0.143996,1.28007
Eu,europium,Eu,####,100,####,63,####,3,6,f,9,solid,lanthanoid,1371.10272,[Xe] 4f9,http://en.wikipedia.org/wiki/Europium,1,####,4.46E-005,0.000000002,6.57E-010,2.50E-010,9.20E-010,0.000000453,63,151.964,0.2,0.198,0.256,1.2,120.9,0,1;1;1,24.6274,19.0886,13.7603,2.9227,2.5745,0.023879,0.001942,0.137546,1.23174
Eu151,europium,Eu,2.5,47.8,151,63,88,3,6,f,9,solid,lanthanoid,1371.10272,[Xe] 4f9,http://en.wikipedia.org/wiki/Europium,1,####,####,####,5.50E-010,3.10E-010,8.60E-010,0.00000091,63,150.919846,0.2,0.198,0.256,1.2,120.9,0,1;1;1,24.6274,19.0886,13.7603,2.9227,2.5745,0.023879,0.001942,0.137546,1.23174
Eu153,europium,Eu,2.5,52.2,153,63,90,3,6,f,9,solid,lanthanoid,1371.10272,[Xe] 4f9,http://en.wikipedia.org/wiki/Europium,1,0.0000822,0.000032,0.000000001,8.50E-010,1.30E-010,9.80E-010,3.12E-008,63,152.921226,0.2,0.198,0.256,1.2,120.9,0,1;1;1,24.6274,19.0886,13.7603,2.9227,2.5745,0.023879,0.001942,0.137546,1.23174
Gd,gadolinium,Gd,####,100,####,64,####,3,6,f,9,solid,lanthanoid,1487.02164,[Xe] 4f10,http://en.wikipedia.org/wiki/Gadolinium,1,####,0.000346644,1.20162062736E-007,2.93E-009,1.51E-008,0.000000018,0.00000497,64,157.25,0.2,0.196,0.254,1.2,120.9,0,1;1;1,25.0709,19.0798,13.8518,3.54545,2.4196,0.0225341,0.00181951,0.129331,1.01398
Gd152,gadolinium,Gd,0,0.2,152,64,88,3,6,f,9,solid,lanthanoid,1487.02164,[Xe] 4f10,http://en.wikipedia.org/wiki/Gadolinium,1,0.0001,0,0,1.30E-009,0,1.30E-009,7.35E-008,64,151.919788,0.2,0.196,0.254,1.2,120.9,0,1;1;1,25.0709,19.0798,13.8518,3.54545,2.4196,0.0225341,0.00181951,0.129331,1.01398
Gd154,gadolinium,Gd,0,2.1,154,64,90,3,6,f,9,solid,lanthanoid,1487.02164,[Xe] 4f10,http://en.wikipedia.org/wiki/Gadolinium,1,0.0001,0,0,1.30E-009,0,1.30E-009,8.50E-009,64,153.920862,0.2,0.196,0.254,1.2,120.9,0,1;1;1,25.0709,19.0798,13.8518,3.54545,2.4196,0.0225341,0.00181951,0.129331,1.01398
Gd155,gadolinium,Gd,1.5,14.8,155,64,91,3,6,f,9,solid,lanthanoid,1487.02164,[Xe] 4f10,http://en.wikipedia.org/wiki/Gadolinium,1,####,####,####,4.08E-009,2.50E-009,6.60E-009,0.00000611,64,154.922619,0.2,0.196,0.254,1.2,120.9,0,1;1;1,25.0709,19.0798,13.8518,3.54545,2.4196,0.0225341,0.00181951,0.129331,1.01398
Gd156,gadolinium,Gd,0,20.6,156,64,92,3,6,f,9,solid,lanthanoid,1487.02164,[Xe] 4f10,http://en.wikipedia.org/wiki/Gadolinium,1,0.000063,0,0,5.00E-010,0,5.00E-010,1.50E-010,64,155.92212,0.2,0.196,0.254,1.2,120.9,0,1;1;1,25.0709,19.0798,13.8518,3.54545,2.4196,0.0225341,0.00181951,0.129331,1.01398
Gd157,gadolinium,Gd,1.5,15.7,157,64,93,3,6,f,9,solid,lanthanoid,1487.02164,[Xe] 4f10,http://en.wikipedia.org/wiki/Gadolinium,1,####,####,####,0.000000065,3.94E-008,1.04E-007,0.0000259,64,156.923957,0.2,0.196,0.254,1.2,120.9,0,1;1;1,25.0709,19.0798,13.8518,3.54545,2.4196,0.0225341,0.00181951,0.129331,1.01398
Gd158,gadolinium,Gd,0,24.8,158,64,94,3,6,f,9,solid,lanthanoid,1487.02164,[Xe] 4f10,http://en.wikipedia.org/wiki/Gadolinium,1,0.00009,0,0,0.000000001,0,0.000000001,2.20E-010,64,157.924101,0.2,0.196,0.254,1.2,120.9,0,1;1;1,25.0709,19.0798,13.8518,3.54545,2.4196,0.0225341,0.00181951,0.129331,1.01398
Gd160,gadolinium,Gd,0,21.8,160,64,96,3,6,f,9,solid,lanthanoid,1487.02164,[Xe] 4f10,http://en.wikipedia.org/wiki/Gadolinium,1,0.0000915,0,0,1.05E-009,0,1.05E-009,7.70E-011,64,159.927051,0.2,0.196,0.254,1.2,120.9,0,1;1;1,25.0709,19.0798,13.8518,3.54545,2.4196,0.0225341,0.00181951,0.129331,1.01398
Tb,terbium,Tb,####,100,####,65,####,3,6,f,9,solid,lanthanoid,1417.86684,[Xe] 4f11,http://en.wikipedia.org/wiki/Terbium,1,0.0000738,-0.0000017,2.89E-012,6.84E-010,4.00E-013,6.84E-010,2.34E-009,65,158.925343,0.2,0.194,0.251,1.2,120.9,0,1;1;1,25.8976,18.2185,14.3167,2.95354,3.58324,0.0224256,0.00196143,0.126648,1.15362
Tb159,terbium,Tb,1.5,100,159,65,94,3,6,f,9,solid,lanthanoid,1417.86684,[Xe] 4f11,http://en.wikipedia.org/wiki/Terbium,1,0.0000738,-0.0000017,2.89E-012,6.84E-010,4.00E-013,6.84E-010,2.34E-009,65,158.925343,0.2,0.194,0.251,1.2,120.9,0,1;1;1,25.8976,18.2185,14.3167,2.95354,3.58324,0.0224256,0.00196143,0.126648,1.15362
Dy,dysprosium,Dy,####,100,####,66,####,3,6,f,9,solid,lanthanoid,1436.02602,[Xe] 4f12,http://en.wikipedia.org/wiki/Dysprosium,1,####,0.000208063,4.3290211969E-008,3.59E-009,5.44E-009,9.03E-009,9.94E-008,66,162.5,0.2,0.192,0.249,1.22,120.9,0,1;1;1,26.507,17.6383,14.5596,2.96577,4.29728,0.021802,0.00202172,0.121899,1.11874
Dy156,dysprosium,Dy,0,0.06,156,66,90,3,6,f,9,solid,lanthanoid,1436.02602,[Xe] 4f12,http://en.wikipedia.org/wiki/Dysprosium,1,0.000061,0,0,4.70E-010,0,4.70E-010,3.30E-009,66,155.924278,0.2,0.192,0.249,1.22,120.9,0,1;1;1,26.507,17.6383,14.5596,2.96577,4.29728,0.021802,0.00202172,0.121899,1.11874
Dy158,dysprosium,Dy,0,0.1,158,66,92,3,6,f,9,solid,lanthanoid,1436.02602,[Xe] 4f12,http://en.wikipedia.org/wiki/Dysprosium,1,0.00006,0,0,5.00E-010,0,5.00E-010,4.30E-009,66,157.924405,0.2,0.192,0.249,1.22,120.9,0,1;1;1,26.507,17.6383,14.5596,2.96577,4.29728,0.021802,0.00202172,0.121899,1.11874
Dy160,dysprosium,Dy,0,2.34,160,66,94,3,6,f,9,solid,lanthanoid,1436.02602,[Xe] 4f12,http://en.wikipedia.org/wiki/Dysprosium,1,0.000067,0,0,5.60E-010,0,5.60E-010,5.60E-009,66,159.925194,0.2,0.192,0.249,1.22,120.9,0,1;1;1,26.507,17.6383,14.5596,2.96577,4.29728,0.021802,0.00202172,0.121899,1.11874
Dy161,dysprosium,Dy,2.5,19,161,66,95,3,6,f,9,solid,lanthanoid,1436.02602,[Xe] 4f12,http://en.wikipedia.org/wiki/Dysprosium,1,0.000103,0.000049,2.401E-009,1.33E-009,3.00E-010,1.60E-009,0.00000006,66,160.92693,0.2,0.192,0.249,1.22,120.9,0,1;1;1,26.507,17.6383,14.5596,2.96577,4.29728,0.021802,0.00202172,0.121899,1.11874
Dy162,dysprosium,Dy,0,25.5,162,66,96,3,6,f,9,solid,lanthanoid,1436.02602,[Xe] 4f12,http://en.wikipedia.org/wiki/Dysprosium,1,-0.000014,0,0,2.50E-011,0,2.50E-011,1.94E-008,66,161.926795,0.2,0.192,0.249,1.22,120.9,0,1;1;1,26.507,17.6383,14.5596,2.96577,4.29728,0.021802,0.00202172,0.121899,1.11874
Dy163,dysprosium,Dy,2.5,24.9,163,66,97,3,6,f,9,solid,lanthanoid,1436.02602,[Xe] 4f12,http://en.wikipedia.org/wiki/Dysprosium,1,0.00005,0.000013,1.69E-010,3.10E-010,2.10E-011,3.30E-010,1.24E-008,66,162.928728,0.2,0.192,0.249,1.22,120.9,0,1;1;1,26.507,17.6383,14.5596,2.96577,4.29728,0.021802,0.00202172,0.121899,1.11874
Dy164,dysprosium,Dy,0,28.1,164,66,98,3,6,f,9,solid,lanthanoid,1436.02602,[Xe] 4f12,http://en.wikipedia.org/wiki/Dysprosium,1,####,0,0,3.07E-008,0,3.07E-008,0.000000284,66,163.929171,0.2,0.192,0.249,1.22,120.9,0,1;1;1,26.507,17.6383,14.5596,2.96577,4.29728,0.021802,0.00202172,0.121899,1.11874
Ho,holmium,Ho,####,100,####,67,####,3,6,f,9,solid,lanthanoid,1455.9987,[Xe] 4f13,http://en.wikipedia.org/wiki/Holmium,1,0.0000801,-0.000017,2.89E-010,8.06E-010,3.60E-011,8.42E-010,6.47E-009,67,164.930319,0.2,0.192,0.247,1.23,120.9,0,1;1;1,26.9049,17.294,14.5583,3.63837,4.56796,0.0207051,0.0019794,0.114407,0.926566
Ho165,holmium,Ho,3.5,100,165,67,98,3,6,f,9,solid,lanthanoid,1455.9987,[Xe] 4f13,http://en.wikipedia.org/wiki/Holmium,1,0.0000801,-0.000017,2.89E-010,8.06E-010,3.60E-011,8.42E-010,6.47E-009,67,164.930319,0.2,0.192,0.247,1.23,120.9,0,1;1;1,26.9049,17.294,14.5583,3.63837,4.56796,0.0207051,0.0019794,0.114407,0.926566
Er,erbium,Er,####,100,####,68,####,3,6,f,9,solid,lanthanoid,1476.84186,[Xe] 4f14,http://en.wikipedia.org/wiki/Erbium,1,0.0000779,2.96E-005,8.7616E-010,7.63E-010,1.10E-010,8.70E-010,1.59E-008,68,167.259,0.2,0.189,0.245,1.24,120.9,0,1;1;1,27.6563,16.4285,14.9779,2.98233,5.92046,0.0207356,0.00223545,0.113604,1.05703
Er162,erbium,Er,0,0.14,162,68,94,3,6,f,9,solid,lanthanoid,1476.84186,[Xe] 4f14,http://en.wikipedia.org/wiki/Erbium,1,0.000088,0,0,9.70E-010,0,9.70E-010,1.90E-009,68,161.928775,0.2,0.189,0.245,1.24,120.9,0,1;1;1,27.6563,16.4285,14.9779,2.98233,5.92046,0.0207356,0.00223545,0.113604,1.05703
Er164,erbium,Er,0,1.56,164,68,96,3,6,f,9,solid,lanthanoid,1476.84186,[Xe] 4f14,http://en.wikipedia.org/wiki/Erbium,1,0.000082,0,0,8.40E-010,0,8.40E-010,1.30E-009,68,163.929197,0.2,0.189,0.245,1.24,120.9,0,1;1;1,27.6563,16.4285,14.9779,2.98233,5.92046,0.0207356,0.00223545,0.113604,1.05703
Er166,erbium,Er,0,33.4,166,68,98,3,6,f,9,solid,lanthanoid,1476.84186,[Xe] 4f14,http://en.wikipedia.org/wiki/Erbium,1,0.000106,0,0,1.41E-009,0,1.41E-009,1.96E-009,68,165.93029,0.2,0.189,0.245,1.24,120.9,0,1;1;1,27.6563,16.4285,14.9779,2.98233,5.92046,0.0207356,0.00223545,0.113604,1.05703
Er167,erbium,Er,3.5,22.9,167,68,99,3,6,f,9,solid,lanthanoid,1476.84186,[Xe] 4f14,http://en.wikipedia.org/wiki/Erbium,1,0.00003,0.00001,1E-010,1.10E-010,1.30E-011,1.20E-010,6.59E-008,68,166.932045,0.2,0.189,0.245,1.24,120.9,0,1;1;1,27.6563,16.4285,14.9779,2.98233,5.92046,0.0207356,0.00223545,0.113604,1.05703
Er168,erbium,Er,0,27.1,168,68,100,3,6,f,9,solid,lanthanoid,1476.84186,[Xe] 4f14,http://en.wikipedia.org/wiki/Erbium,1,0.000074,0,0,6.90E-010,0,6.90E-010,2.74E-010,68,167.932368,0.2,0.189,0.245,1.24,120.9,0,1;1;1,27.6563,16.4285,14.9779,2.98233,5.92046,0.0207356,0.00223545,0.113604,1.05703
Er170,erbium,Er,0,14.9,170,68,102,3,6,f,9,solid,lanthanoid,1476.84186,[Xe] 4f14,http://en.wikipedia.org/wiki/Erbium,1,0.000096,0,0,1.16E-009,0,1.16E-009,5.80E-010,68,169.93546,0.2,0.189,0.245,1.24,120.9,0,1;1;1,27.6563,16.4285,14.9779,2.98233,5.92046,0.0207356,0.00223545,0.113604,1.05703
Tm,thulium,Tm,####,100,####,69,####,3,6,f,9,solid,lanthanoid,1495.36374,[Xe] 4f14 5d1,http://en.wikipedia.org/wiki/Thulium,1,0.0000707,0.000009,8.1E-011,6.28E-010,1.00E-011,6.38E-010,0.00000001,69,168.934211,0.2,0.19,0.242,1.25,120.9,0,1;1;1,28.1819,15.8851,15.1542,2.98706,6.75621,0.0202859,0.00238849,0.109975,1.02961
Tm169,thulium,Tm,0.5,100,169,69,100,3,6,f,9,solid,lanthanoid,1495.36374,[Xe] 4f14 5d1,http://en.wikipedia.org/wiki/Thulium,1,0.0000707,0.000009,8.1E-011,6.28E-010,1.00E-011,6.38E-010,0.00000001,69,168.934211,0.2,0.19,0.242,1.25,120.9,0,1;1;1,28.1819,15.8851,15.1542,2.98706,6.75621,0.0202859,0.00238849,0.109975,1.02961
Yb,ytterbium,Yb,####,100,####,70,####,3,6,f,9,solid,lanthanoid,1512.26556,[Xe] 4f14 5d2,http://en.wikipedia.org/wiki/Ytterbium,1,0.0001243,5.64E-005,3.18096E-009,1.94E-009,4.00E-010,2.34E-009,3.48E-009,70,173.04,0.2,0.187,0.24,1.1,120.9,0,1;1;1,28.6641,15.4345,15.3087,2.98963,7.56672,0.019889,0.00257119,0.106647,1.00417
Yb168,ytterbium,Yb,0,0.14,168,70,98,3,6,f,9,solid,lanthanoid,1512.26556,[Xe] 4f14 5d2,http://en.wikipedia.org/wiki/Ytterbium,1,####,0,0,2.13E-010,0,2.13E-010,0.000000223,70,167.933894,0.2,0.187,0.24,1.1,120.9,0,1;1;1,28.6641,15.4345,15.3087,2.98963,7.56672,0.019889,0.00257119,0.106647,1.00417
Yb170,ytterbium,Yb,0,3.06,170,70,100,3,6,f,9,solid,lanthanoid,1512.26556,[Xe] 4f14 5d2,http://en.wikipedia.org/wiki/Ytterbium,1,0.0000677,0,0,5.80E-010,0,5.80E-010,1.14E-009,70,169.934759,0.2,0.187,0.24,1.1,120.9,0,1;1;1,28.6641,15.4345,15.3087,2.98963,7.56672,0.019889,0.00257119,0.106647,1.00417
Yb171,ytterbium,Yb,0.5,14.3,171,70,101,3,6,f,9,solid,lanthanoid,1512.26556,[Xe] 4f14 5d2,http://en.wikipedia.org/wiki/Ytterbium,1,0.0000966,-0.0000559,3.12481E-009,1.17E-009,3.90E-010,1.56E-009,4.86E-009,70,170.936322,0.2,0.187,0.24,1.1,120.9,0,1;1;1,28.6641,15.4345,15.3087,2.98963,7.56672,0.019889,0.00257119,0.106647,1.00417
Yb172,ytterbium,Yb,0,21.9,172,70,102,3,6,f,9,solid,lanthanoid,1512.26556,[Xe] 4f14 5d2,http://en.wikipedia.org/wiki/Ytterbium,1,0.0000943,0,0,1.12E-009,0,1.12E-009,8.00E-011,70,171.9363777,0.2,0.187,0.24,1.1,120.9,0,1;1;1,28.6641,15.4345,15.3087,2.98963,7.56672,0.019889,0.00257119,0.106647,1.00417
Yb173,ytterbium,Yb,2.5,16.1,173,70,103,3,6,f,9,solid,lanthanoid,1512.26556,[Xe] 4f14 5d2,http://en.wikipedia.org/wiki/Ytterbium,1,0.0000956,-0.000053,2.809E-009,1.15E-009,3.50E-010,1.50E-009,1.71E-009,70,172.9382068,0.2,0.187,0.24,1.1,120.9,0,1;1;1,28.6641,15.4345,15.3087,2.98963,7.56672,0.019889,0.00257119,0.106647,1.00417
Yb174,ytterbium,Yb,0,31.8,174,70,104,3,6,f,9,solid,lanthanoid,1512.26556,[Xe] 4f14 5d2,http://en.wikipedia.org/wiki/Ytterbium,1,0.000193,0,0,4.68E-009,0,4.68E-009,6.94E-009,70,173.9388581,0.2,0.187,0.24,1.1,120.9,0,1;1;1,28.6641,15.4345,15.3087,2.98963,7.56672,0.019889,0.00257119,0.106647,1.00417
Yb176,ytterbium,Yb,0,12.7,176,70,106,3,6,f,9,solid,lanthanoid,1512.26556,[Xe] 4f14 5d2,http://en.wikipedia.org/wiki/Ytterbium,1,0.0000872,0,0,9.60E-010,0,9.60E-010,2.85E-010,70,175.942568,0.2,0.187,0.24,1.1,120.9,0,1;1;1,28.6641,15.4345,15.3087,2.98963,7.56672,0.019889,0.00257119,0.106647,1.00417
Lu,lutetium,Lu,####,100,####,71,####,3,6,d,9,solid,lanthanoid,1311.98262,[Xe] 4f14 5d3,http://en.wikipedia.org/wiki/Lutetium,1,0.0000721,2.36E-005,5.5696E-010,6.53E-010,7.00E-011,7.20E-010,7.40E-009,71,174.967,0.2,0.187,0.225,1.27,120.9,0,1;1;1,28.9476,15.2208,15.1,3.71601,7.97628,0.0190182,0.0998519,0.00261033,0.843298
Lu175,lutetium,Lu,3.5,97.39,175,71,104,3,6,d,9,solid,lanthanoid,1311.98262,[Xe] 4f14 5d3,http://en.wikipedia.org/wiki/Lutetium,1,0.0000724,0.000022,4.84E-010,6.59E-010,6.00E-011,7.20E-010,2.10E-009,71,174.9407679,0.2,0.187,0.225,1.27,120.9,0,1;1;1,28.9476,15.2208,15.1,3.71601,7.97628,0.0190182,0.0998519,0.00261033,0.843298
Lu176,lutetium,Lu,7,2.61,176,71,105,3,6,d,9,solid,lanthanoid,1311.98262,[Xe] 4f14 5d3,http://en.wikipedia.org/wiki/Lutetium,1,####,####,####,4.70E-010,1.20E-010,5.90E-010,2.07E-007,71,175.9426824,0.2,0.187,0.225,1.27,120.9,0,1;1;1,28.9476,15.2208,15.1,3.71601,7.97628,0.0190182,0.0998519,0.00261033,0.843298
Hf,hafnium,Hf,####,100,####,72,####,4,6,d,8,solid,transition metal,1650.30918,[Xe] 4f14 5d4,http://en.wikipedia.org/wiki/Hafnium,1,0.000077,4.55E-005,2.07025E-009,7.60E-010,2.60E-010,1.02E-009,1.04E-008,72,178.49,0.2,0.175,0.216,1.3,####,0,1;1;1,29.144,15.1726,14.7586,4.30013,8.58154,0.0183262,0.095999,0.00275116,0.72029
Hf174,hafnium,Hf,0,0.2,174,72,102,4,6,d,8,solid,transition metal,1650.30918,[Xe] 4f14 5d4,http://en.wikipedia.org/wiki/Hafnium,1,0.000109,0,0,1.50E-009,0,1.50E-009,5.61E-008,72,173.94004,0.2,0.175,0.216,1.3,####,0,1;1;1,29.144,15.1726,14.7586,4.30013,8.58154,0.0183262,0.095999,0.00275116,0.72029
Hf176,hafnium,Hf,0,5.2,176,72,104,4,6,d,8,solid,transition metal,1650.30918,[Xe] 4f14 5d4,http://en.wikipedia.org/wiki/Hafnium,1,0.0000661,0,0,5.50E-010,0,5.50E-010,2.35E-009,72,175.9414018,0.2,0.175,0.216,1.3,####,0,1;1;1,29.144,15.1726,14.7586,4.30013,8.58154,0.0183262,0.095999,0.00275116,0.72029
